numerical__Programming,numerical__Databases,numerical__Problem_Solving,numerical__Communication,numerical__Cloud_Computing,numerical__Teamwork,numerical__Aptitude,numerical__Data_Analysis,numerical__Overall_Skill_Score,categorical__Training_Recommendation_Aptitude,categorical__Training_Recommendation_Cloud_Computing,categorical__Training_Recommendation_Communication,categorical__Training_Recommendation_Data_Analysis,categorical__Training_Recommendation_Databases,categorical__Training_Recommendation_Problem_Solving,categorical__Training_Recommendation_Programming,categorical__Training_Recommendation_Teamwork,Skill_Gap_Category
-0.6972836622758649,0.9023411986390086,2.0587837068686703,0.737957498188866,0.8886143973671238,-0.49608718443999744,-0.6297665619055428,0.362775437956049,1.1580840124591545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Low
2.1379109435320673,0.22839877309163756,-0.292133973047216,0.44302184267896316,-1.1553618635651275,-0.2014007377636658,0.763047661344612,-1.7614423899957046,-0.06676807985715101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium
-0.47183445265740265,-0.04243790259562474,-0.9988515578072067,-1.1925304287850413,-0.13908316399546056,0.1320602413700773,0.45940095864552644,-0.23807474766459016,-0.8682841955664375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Medium
-0.46500265842654054,2.0864643388530832,2.2751258246523407,-1.2796705088220577,-0.5273244649546593,-1.1319895167415541,0.195360347602843,-0.16524442213481558,0.3565678967498667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Medium
2.055929412761717,0.5496236675114126,-1.0060629617333285,-0.8975947732751389,-0.8413431642598934,-0.5193519039144444,0.3933908058848556,-1.0695542974628476,-0.5089189887578129,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium
-0.06875859303651653,1.6392688976020229,-0.933948922472105,1.9780278679464105,-0.47023015599007134,0.10104061540414724,-0.6165645313534089,-1.743234808613261,-0.0799385324627014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium
0.2181767646597081,1.3054469484991194,-0.4147278397912962,-2.3655699677448805,-1.5093465791455731,2.342208591442562,0.7036385238600088,0.5023668952214498,0.1307887092261234,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Medium
2.178901708917242,0.20320466372538032,-0.3354023966039502,-0.8975947732751389,0.7173314704733597,0.4112368750634433,0.1557542559464399,-0.05599893384015415,0.8551636025314664,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Low
0.5597664762028324,-0.6219024180195329,-1.1070226166990418,0.8385037443854236,-0.12195487130608433,1.0548941138564836,0.1029461337379034,2.3838169714072888,1.1242171343305918,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Low
-1.2574907892065885,-2.1083548706286894,1.5611968359662276,0.617302002752997,-2.257282026581676,0.7136782282312575,-1.098438646506306,-0.7236102511964195,-1.878646059735186,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,High
-1.3189769372843514,-0.9872170038302577,0.13333885859400252,0.08775843945112627,0.8258106575060764,-1.1785189556904485,0.7696486766206797,-0.48084249943050483,-0.678253379400621,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium
-0.5059934238117151,0.20950319106694418,-0.3858822240868069,-0.4015666253721208,1.6137121212173917,0.9075508905183175,0.4990070503019286,-0.8632017084618203,0.42053866654826116,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium
-0.15074012380686558,0.36066784726448586,0.08285903111114587,1.0798147352571617,-0.0991171477202492,-0.29445961566145484,-0.8145949896354214,-1.4276367313175717,-0.484459576776075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium
-0.041431416113066194,-0.5652156719454551,1.8857100126417334,0.1145707717702087,0.7230409013698181,0.6593938827908804,0.7894517224488807,-0.274489910429477,1.1016392155782193,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Low
1.0653192492866568,-0.28808046891662886,0.9338046943935829,0.7111451658697836,1.2254708202581925,-1.1319895167415541,1.4099471583991863,-0.001376189692823002,1.4760563682217587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Low
-0.2258898603463535,-0.43294659777260625,0.501120458826242,-1.6483400782094357,0.8201012266096179,1.0393843008735186,-0.1874985384090483,0.8786569104586177,0.2719007014284626,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Medium
-0.45817086419567793,-0.8108582382664596,-1.31615333055659,-1.2729674257422872,0.8543578119883705,0.38797215558899634,0.3537847142284525,1.479507096079256,-0.16648722101346963,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Medium
0.7988792742830194,0.285085519165715,-0.3137681848255834,0.9323469075022102,0.5175013890973016,-0.41853811952517284,-0.5241503174884697,-2.3016006376748646,-0.38662192884911917,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium
0.368476237738683,0.19060760904225169,-0.9700059421027168,-0.8774855240358271,1.516651795977592,-0.783018724624846,0.2547694850874462,-1.1727305919633617,-0.4035553679134005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium
-0.5059934238117151,-1.3714271716656754,0.35689238030379494,0.48994342423735693,-0.2532717819246366,-0.4573126519825854,1.225118730669308,0.22925317448479576,-0.11568690382062691,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Medium
0.9970013069780319,0.10872675360191697,0.652559941274812,0.14138310408929017,-0.4245547088184007,0.16307986733600735,0.8158557835531485,-0.9663780029623342,0.4374721056125425,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Low
0.21134497042884598,0.7952662338324176,0.16939587822461427,-1.6416369951296652,-0.5901282048157063,0.00798173750635929,-1.2964691047883186,-0.5961571815193142,-1.0846559169433574,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Medium
0.28649470696833296,-0.7226788554845606,-2.2320016291741283,-0.3412388776541863,-0.1676303184777546,1.7063062591410048,0.34718369895238577,0.921141267017653,-0.08934599860952347,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Medium
-0.8885739007400144,-0.3069760509413218,-0.4435734554957855,-2.345460718505569,-2.28582918106397,-1.0854600777926602,2.2614781290118406,-0.2562823290470336,-1.9520242956804026,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,High
1.5093858742927184,1.4503130773550963,1.063609965063786,0.12127385484997882,-0.6472225137802943,2.342208591442562,-1.1182416923345075,-0.23807474766459016,1.402678132276542,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
-0.4854980411191278,-0.6785891640936108,0.9698617140241947,-1.1925304287850413,0.3690561857893723,-1.0466855453352482,-0.19409955368511547,-0.6568491194607929,-1.011277680998141,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Medium
-0.5538159834277526,0.35436931992292203,0.15497307037236938,-1.7622924905655346,-1.4122862539057737,-0.5581264363718564,0.9280730432462891,0.751203840781512,-0.7553946018045659,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Medium
1.564040228139618,-1.3273374802747255,0.8689020590584824,0.677629750470931,-1.0183355220501165,1.5667179422943218,-0.2271046300654509,-0.3594586235475475,0.3998422410252515,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Medium
-0.00044065072789166643,0.001651788795325004,-0.018100623854566417,-0.03960013906451333,0.22061098248144378,0.8222469191120115,-1.0720345854020377,0.47809012004485796,0.1232627363086668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
0.6622433896657697,0.014248843478453628,0.6814055569793007,-0.3881604592125801,-0.3160755217856835,-0.736489285675952,-0.5835594549730735,0.9272104608118005,0.11761825662057301,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
0.6759069781274949,-0.9809184764886933,0.025167799702167273,0.9189407413426699,0.5460485435795956,0.5120506594527154,-0.14789244675264568,0.26566833724968264,0.6275029217783576,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Low
-0.29420780265497837,-0.2502893048672439,0.501120458826242,-1.0584687671896311,0.2491581369637378,-1.3956563374519562,2.089851731834097,-0.6689875070490884,-0.23798396372932198,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Medium
1.003833101208894,-1.4848006638138311,-2.260847244878618,-0.4954097884889083,0.5403391126831364,0.4577663140123384,-0.29311478282612174,-0.09848329039918896,-0.9002695804656348,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Medium
-1.5649215295954004,1.0849984915443716,0.5155432666784868,0.44972492575873424,-1.0126260911536575,0.9153057970097995,-2.2998234267505158,-0.5233268559895397,-0.9698848299521217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
-0.34203036227101546,-0.19990108613472984,0.6814055569793007,1.3010164768895882,-0.5901282048157063,0.21736421277638326,1.0864974098718996,-0.8874784836384116,0.3528049102911384,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium
-0.4513390699648154,1.1983719836925273,0.926593290467461,-1.0450626010300899,-1.0982675546005396,-0.6046558753207509,1.7201948763743395,0.38705221313264,0.3546864035205039,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
-0.5674795718894778,-0.6030068359948401,1.1068783886205198,0.5301619227159796,-0.5044867413688242,-0.2014007377636658,-0.5175493022124026,0.7390654531932169,-0.04042717464604758,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
-1.7562117680595504,-0.18100550411003735,0.9338046943935829,-1.4070290873376974,-2.725455360091298,0.48878593997826736,-0.4845442258320672,0.7694114221639563,-1.7093116690923793,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,High
-1.0730323449733017,1.3999248586225825,-0.8906804989153714,-0.07981863754313649,0.7458786249556537,0.6981684152482924,0.5518151725104651,0.1442844613667257,0.606806496255348,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Low
0.4641213569707582,-0.5526186172623264,-1.5324954483402604,0.060946107132043854,-1.3266447904588916,0.7834723866545995,0.20856237815497736,-0.1773828097231115,-0.8287728377497824,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
0.532439299279383,0.32917521055666477,1.9506126479768349,-1.7622924905655346,0.9114521209529585,-1.5197348413156742,-0.49114524110813434,0.635889158692703,0.3095305660157536,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Medium
-0.26004883150066593,0.23469730043320142,0.4866976509739981,0.3558817626419467,-0.3160755217856835,-0.4262930260166559,-0.2271046300654509,-0.5476036311661311,-0.2699693486285192,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium
0.12253164542763385,0.996819108762472,0.37131518815603987,2.0584648649036565,-2.742583652780674,-1.2948425530626846,-1.1644487992669768,0.12607687998428185,-0.6312160486665079,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
1.8578073800667048,0.1717120270175592,-0.6527041693533335,-0.24739571453739925,0.4432787874433374,-0.6899598467270575,2.2614781290118406,-0.08027570901674554,1.1524395327710608,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Low
-2.022651743063187,-0.017243793229367484,-0.9411603263982276,1.099923984496473,0.9742558608140057,-1.7756467555345938,0.3999918211609223,0.00469300410132452,-0.6161641028315907,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium
1.2224505165964936,-2.3917886009990794,-0.16954010630313637,-0.04630322214428394,-0.5330338958511183,-0.5581264363718564,1.0930984251479663,0.4598825386624146,-0.3659255033261095,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Medium
-0.08242218149824072,0.09612969891878834,1.3160091024780682,-0.3412388776541863,-0.4473924324042362,0.6206193503334684,-0.8608020965678908,-0.8449941270793768,-0.31324369290390264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
-0.06875859303651653,-0.9809184764886933,-0.7536638243190463,-0.6696899485629412,0.22061098248144378,0.8610214515694236,-0.9532163104328304,0.016831391689620428,-0.8513507565021562,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
-0.7519380161227647,1.771537971774872,-0.13348308667252462,-0.7032053639617938,-1.343773083148268,0.00022683101487622702,-0.048877217611639386,-1.1363154291984743,-0.8983880872362693,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
-0.8202559584313895,-0.9179332030730512,0.44342922741726337,0.4564280088385044,1.2540179747404865,-0.620165688303716,-0.0554782328877061,-2.696098234294476,-1.05643351850289,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium
0.34114906081523266,2.2187334130259315,0.7246739805360354,0.2620385995251592,0.7173314704733597,-0.8450579765567056,1.5155634028162601,0.3384986627794572,1.9840595401501804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Low
0.38897162043127026,-0.23139372284255097,0.7318853844621573,-0.7032053639617938,-1.1153958472899157,-0.8683226960311525,-0.4119330577953291,0.21104559310235235,-0.7478686288871079,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
0.07470908581159626,2.023479065437441,-1.2945191187782226,0.4229125934396518,-0.8070865788811405,-0.08507714039142976,-0.03567518705950503,-1.0574159098745521,-0.2737323350872475,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Medium
-0.1780673007303159,-0.5022303985298128,-0.4147278397912962,-0.8573762747965158,0.5860145598548074,-0.7519990986589165,-0.3723269661389265,2.080357281699895,0.0028471696293372005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Medium
0.7988792742830194,-0.8360523476327164,-0.09021466311578992,-0.5892529516056954,0.6431088688193954,0.5430702854186444,0.22176440870711076,1.958973405816938,0.9943941015044402,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Low
-0.6084703372746524,-0.3636627970153997,-0.6743383811317009,-0.2004741329790055,-0.8527620260528108,0.03124645698080628,0.11614816429003777,-0.4747733056363569,-1.120404288301283,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
1.6665171416025553,0.20320466372538032,0.3208353606731832,-0.17366180065992354,0.5175013890973016,-0.13160657934032483,-0.2337056453415176,-1.118107847816031,0.3490419238324101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium
1.3044320473668438,-0.6219024180195329,2.368874075691931,-0.04630322214428394,0.04932805558767973,0.5430702854186444,1.87861924299995,1.0546635304889054,2.236179632885027,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Low
-0.8134241642005269,-1.2328595701512624,0.3064125528209393,-1.5276845827735668,-0.12195487130608433,1.1557078982457547,2.1690639151469013,-1.828203521731331,-0.811839398685501,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium
-1.4214538507472885,1.3369395852069403,-0.29934537697333846,0.22852318412630662,0.04932805558767973,1.9234436409025117,-1.1710498145430441,-0.09848329039918896,0.14019617537294815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium
-0.6767882795832773,0.020547370820017494,1.0491871572115412,1.414968889245687,-1.024044952946575,-0.69771475321854,-1.098438646506306,1.7344132354334667,0.2606117420522777,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
-0.0345996218822041,0.7889677064908528,-0.08300325918966797,1.046299319858309,-1.8519124329331011,0.1320602413700773,-0.8211960049114887,-0.923893646403299,-0.7497501221164721,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
-0.7109472507375897,1.1164911282521925,-0.7969322478757805,-0.5892529516056954,0.5403391126831364,0.07002098943821829,-0.8079939743593543,0.06538494204280319,-0.31324369290390264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
0.293326501199196,1.0975955462275,1.93618984012459,-1.0249533517907785,0.2434487060672789,0.9928548619246235,0.4726029891976608,-1.482259475464903,0.7780223801275217,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium
